run_id,env,distance_cm,freq_mhz,calibration_mode,calibration_note,n_total_pairs,n_calibration_pairs,n_keygen_pairs,window,block_size,alpha,offset_device_minus_network_db,usable_bits,discard_rate,mismatches,bdr,entropy_bits_per_bit,min_entropy_bits_per_bit,p0,p1,kgr_bps_before_reconciliation,estimated_min_entropy_bits_total
run03,indoor_dynamic,100,922.0,none,no offset correction,991,0,991,1,50,0.25,0.0,687,0.30676084762865796,262,0.3813682678311499,0.9918398715045553,0.8543106804871522,0.5531295487627366,0.4468704512372635,1.2441121982756278,586.9114374946736
run03,indoor_dynamic,100,922.0,none,no offset correction,991,0,991,1,50,0.5,0.0,403,0.5933400605449042,148,0.36724565756823824,0.9998889584277906,0.9822106865564718,0.49379652605459057,0.5062034739454094,0.7298067189302446,395.83090668225816
run03,indoor_dynamic,100,922.0,none,no offset correction,991,0,991,1,50,0.75,0.0,156,0.8425832492431887,41,0.26282051282051283,0.9970338496312483,0.9103627875153236,0.46794871794871795,0.532051282051282,0.2825058266826753,142.01659485239048
run03,indoor_dynamic,100,922.0,none,no offset correction,991,0,991,1,50,1.0,0.0,72,0.9273461150353178,14,0.19444444444444445,0.997772472089982,0.9219974879987268,0.5277777777777778,0.4722222222222222,0.13038730462277323,66.38381913590833
run03,indoor_dynamic,100,922.0,none,no offset correction,991,0,991,3,50,0.25,0.0,650,0.3440968718466195,250,0.38461538461538464,0.9996653371656569,0.9692564765688921,0.48923076923076925,0.5107692307692308,1.1771076111778138,630.0167097697799
run03,indoor_dynamic,100,922.0,none,no offset correction,991,0,991,3,50,0.5,0.0,390,0.6064581231079718,147,0.3769230769230769,0.9998292601233936,0.9779736936700012,0.5076923076923077,0.49230769230769234,0.7062645667066882,381.4097405313005
run03,indoor_dynamic,100,922.0,none,no offset correction,991,0,991,3,50,0.75,0.0,233,0.7648839556004037,83,0.3562231759656652,0.9902918528363809,0.8418183316258259,0.5579399141630901,0.44206008583690987,0.42194780523758557,196.14367126881743
run03,indoor_dynamic,100,922.0,none,no offset correction,991,0,991,3,50,1.0,0.0,118,0.8809283551967709,34,0.288135593220339,0.9966818677995445,0.9053631258619247,0.5338983050847458,0.4661016949152542,0.2136903047984339,106.83284885170711
run03,indoor_dynamic,100,922.0,none,no offset correction,991,0,991,5,50,0.25,0.0,653,0.3410696266397578,242,0.37059724349157736,0.9992538405322642,0.9543344003645723,0.48392036753445633,0.5160796324655437,1.182540415537096,623.1803634380657
run03,indoor_dynamic,100,922.0,none,no offset correction,991,0,991,5,50,0.5,0.0,347,0.6498486377396568,107,0.30835734870317005,0.9982679624724329,0.9309972123795647,0.5244956772334294,0.4755043227665706,0.6283943708903098,323.05603269570895
run03,indoor_dynamic,100,922.0,none,no offset correction,991,0,991,5,50,0.75,0.0,202,0.7961654894046417,70,0.3465346534653465,0.9974528177202959,0.9167444963506477,0.5297029702970297,0.47029702970297027,0.365808826858336,185.18238826283084
run03,indoor_dynamic,100,922.0,none,no offset correction,991,0,991,5,50,1.0,0.0,123,0.875882946518668,50,0.4065040650406504,0.9827184823459942,0.792767385834558,0.5772357723577235,0.42276422764227645,0.22274497873057092,97.51038845765063
run03,indoor_dynamic,100,922.0,none,no offset correction,991,0,991,9,50,0.25,0.0,684,0.30978809283551967,267,0.39035087719298245,0.9967350552132562,0.9060998611185184,0.466374269005848,0.533625730994152,1.2386793939163456,619.7723050050665
run03,indoor_dynamic,100,922.0,none,no offset correction,991,0,991,9,50,0.5,0.0,423,0.5731584258324924,141,0.3333333333333333,0.9995121367128694,0.9629626206754706,0.4869976359338062,0.5130023640661938,0.7660254146587927,407.33318854572406
run03,indoor_dynamic,100,922.0,none,no offset correction,991,0,991,9,50,0.75,0.0,239,0.7588294651866802,86,0.3598326359832636,0.9944236820628236,0.8784989949522941,0.4560669456066946,0.5439330543933054,0.43281341395615003,209.9612597935983
run03,indoor_dynamic,100,922.0,none,no offset correction,991,0,991,9,50,1.0,0.0,146,0.8526740665993946,42,0.2876712328767123,0.9998646331239298,0.9803711932510674,0.4931506849315068,0.5068493150684932,0.2643964788184013,143.13419421465582
run03,indoor_dynamic,100,922.0,none,no offset correction,991,0,991,15,50,0.25,0.0,751,0.2421796165489405,272,0.3621837549933422,0.9999987210169246,0.9980802458366342,0.49933422103861513,0.5006657789613849,1.3600120246069818,749.5582646233123
run03,indoor_dynamic,100,922.0,none,no offset correction,991,0,991,15,50,0.5,0.0,485,0.5105953582240161,159,0.32783505154639175,0.9937811379408324,0.8719923876239286,0.45360824742268047,0.5463917525773195,0.8783033714172919,422.9163079976054
run03,indoor_dynamic,100,922.0,none,no offset correction,991,0,991,15,50,0.75,0.0,306,0.6912209889001009,90,0.29411764705882354,0.9899927915575186,0.8395353278067539,0.4411764705882353,0.5588235294117647,0.5541460446467862,256.89781030886667
run03,indoor_dynamic,100,922.0,none,no offset correction,991,0,991,15,50,1.0,0.0,157,0.8415741675075681,35,0.2229299363057325,0.9976282529786522,0.9195813175447023,0.4713375796178344,0.5286624203821656,0.28431676146910273,144.37426685451825
run03,indoor_dynamic,100,922.0,none,no offset correction,991,0,991,21,50,0.25,0.0,751,0.2421796165489405,229,0.30492676431424764,0.9969269800218741,0.9088129077395469,0.5326231691078562,0.4673768308921438,1.3600120246069818,682.5184937123997
run03,indoor_dynamic,100,922.0,none,no offset correction,991,0,991,21,50,0.5,0.0,496,0.49949545913218973,124,0.25,0.9999530856308776,0.9884120257247881,0.4959677419354839,0.5040322580645161,0.8982236540679933,490.2523647594949
run03,indoor_dynamic,100,922.0,none,no offset correction,991,0,991,21,50,0.75,0.0,321,0.6760847628657921,78,0.24299065420560748,0.9988165771217377,0.9427251946482511,0.47975077881619943,0.5202492211838006,0.5813100664431973,302.6147874820886
run03,indoor_dynamic,100,922.0,none,no offset correction,991,0,991,21,50,1.0,0.0,166,0.8324924318869829,41,0.2469879518072289,0.9995811192664474,0.9656484952092229,0.4879518072289156,0.5120481927710844,0.30061517454694936,160.297650204731
run03,indoor_dynamic,100,922.0,full,offline full-dataset offset calibration,991,0,991,1,50,0.25,6.663975782038345,687,0.30676084762865796,262,0.3813682678311499,0.9918398715045553,0.8543106804871522,0.5531295487627366,0.4468704512372635,1.2441121982756278,586.9114374946736
run03,indoor_dynamic,100,922.0,full,offline full-dataset offset calibration,991,0,991,1,50,0.5,6.663975782038345,443,0.5529767911200807,160,0.3611738148984199,0.9995551976242126,0.9646144012641036,0.5124153498871331,0.48758465011286684,0.8022441103873408,427.3241797599979
run03,indoor_dynamic,100,922.0,full,offline full-dataset offset calibration,991,0,991,1,50,0.75,6.663975782038345,188,0.8102926337033299,57,0.30319148936170215,0.9979581030399206,0.9252322315980279,0.473404255319149,0.526595744680851,0.3404557398483523,173.94365954042925
run03,indoor_dynamic,100,922.0,full,offline full-dataset offset calibration,991,0,991,1,50,1.0,6.663975782038345,72,0.9273461150353178,14,0.19444444444444445,0.997772472089982,0.9219974879987268,0.5277777777777778,0.4722222222222222,0.13038730462277323,66.38381913590833
run03,indoor_dynamic,100,922.0,full,offline full-dataset offset calibration,991,0,991,3,50,0.25,6.663975782038345,650,0.3440968718466195,250,0.38461538461538464,0.9996653371656569,0.9692564765688921,0.48923076923076925,0.5107692307692308,1.1771076111778138,630.0167097697799
run03,indoor_dynamic,100,922.0,full,offline full-dataset offset calibration,991,0,991,3,50,0.5,6.663975782038345,390,0.6064581231079718,147,0.3769230769230769,0.9998292601233936,0.9779736936700012,0.5076923076923077,0.49230769230769234,0.7062645667066882,381.4097405313005
run03,indoor_dynamic,100,922.0,full,offline full-dataset offset calibration,991,0,991,3,50,0.75,6.663975782038345,233,0.7648839556004037,83,0.3562231759656652,0.9902918528363809,0.8418183316258259,0.5579399141630901,0.44206008583690987,0.42194780523758557,196.14367126881743
run03,indoor_dynamic,100,922.0,full,offline full-dataset offset calibration,991,0,991,3,50,1.0,6.663975782038345,118,0.8809283551967709,34,0.288135593220339,0.9966818677995445,0.9053631258619247,0.5338983050847458,0.4661016949152542,0.2136903047984339,106.83284885170711
run03,indoor_dynamic,100,922.0,full,offline full-dataset offset calibration,991,0,991,5,50,0.25,6.663975782038345,653,0.3410696266397578,242,0.37059724349157736,0.9992538405322642,0.9543344003645723,0.48392036753445633,0.5160796324655437,1.182540415537096,623.1803634380657
run03,indoor_dynamic,100,922.0,full,offline full-dataset offset calibration,991,0,991,5,50,0.5,6.663975782038345,347,0.6498486377396568,107,0.30835734870317005,0.9982679624724329,0.9309972123795647,0.5244956772334294,0.4755043227665706,0.6283943708903098,323.05603269570895
run03,indoor_dynamic,100,922.0,full,offline full-dataset offset calibration,991,0,991,5,50,0.75,6.663975782038345,202,0.7961654894046417,70,0.3465346534653465,0.9974528177202959,0.9167444963506477,0.5297029702970297,0.47029702970297027,0.365808826858336,185.18238826283084
run03,indoor_dynamic,100,922.0,full,offline full-dataset offset calibration,991,0,991,5,50,1.0,6.663975782038345,123,0.875882946518668,50,0.4065040650406504,0.9827184823459942,0.792767385834558,0.5772357723577235,0.42276422764227645,0.22274497873057092,97.51038845765063
run03,indoor_dynamic,100,922.0,full,offline full-dataset offset calibration,991,0,991,9,50,0.25,6.663975782038345,684,0.30978809283551967,267,0.39035087719298245,0.9967350552132562,0.9060998611185184,0.466374269005848,0.533625730994152,1.2386793939163456,619.7723050050665
run03,indoor_dynamic,100,922.0,full,offline full-dataset offset calibration,991,0,991,9,50,0.5,6.663975782038345,423,0.5731584258324924,141,0.3333333333333333,0.9995121367128694,0.9629626206754706,0.4869976359338062,0.5130023640661938,0.7660254146587927,407.33318854572406
run03,indoor_dynamic,100,922.0,full,offline full-dataset offset calibration,991,0,991,9,50,0.75,6.663975782038345,250,0.7477295660948537,94,0.376,0.992183779438731,0.8572598278839179,0.44799999999999995,0.552,0.4527336966068515,214.31495697097947
run03,indoor_dynamic,100,922.0,full,offline full-dataset offset calibration,991,0,991,9,50,1.0,6.663975782038345,146,0.8526740665993946,42,0.2876712328767123,0.9998646331239298,0.9803711932510674,0.4931506849315068,0.5068493150684932,0.2643964788184013,143.13419421465582
run03,indoor_dynamic,100,922.0,full,offline full-dataset offset calibration,991,0,991,15,50,0.25,6.663975782038345,751,0.2421796165489405,272,0.3621837549933422,0.9999987210169246,0.9980802458366342,0.49933422103861513,0.5006657789613849,1.3600120246069818,749.5582646233123
run03,indoor_dynamic,100,922.0,full,offline full-dataset offset calibration,991,0,991,15,50,0.5,6.663975782038345,485,0.5105953582240161,159,0.32783505154639175,0.9937811379408324,0.8719923876239286,0.45360824742268047,0.5463917525773195,0.8783033714172919,422.9163079976054
run03,indoor_dynamic,100,922.0,full,offline full-dataset offset calibration,991,0,991,15,50,0.75,6.663975782038345,306,0.6912209889001009,90,0.29411764705882354,0.9899927915575186,0.8395353278067539,0.4411764705882353,0.5588235294117647,0.5541460446467862,256.89781030886667
run03,indoor_dynamic,100,922.0,full,offline full-dataset offset calibration,991,0,991,15,50,1.0,6.663975782038345,157,0.8415741675075681,35,0.2229299363057325,0.9976282529786522,0.9195813175447023,0.4713375796178344,0.5286624203821656,0.28431676146910273,144.37426685451825
run03,indoor_dynamic,100,922.0,full,offline full-dataset offset calibration,991,0,991,21,50,0.25,6.663975782038345,751,0.2421796165489405,229,0.30492676431424764,0.9969269800218741,0.9088129077395469,0.5326231691078562,0.4673768308921438,1.3600120246069818,682.5184937123997
run03,indoor_dynamic,100,922.0,full,offline full-dataset offset calibration,991,0,991,21,50,0.5,6.663975782038345,496,0.49949545913218973,124,0.25,0.9999530856308776,0.9884120257247881,0.4959677419354839,0.5040322580645161,0.8982236540679933,490.2523647594949
run03,indoor_dynamic,100,922.0,full,offline full-dataset offset calibration,991,0,991,21,50,0.75,6.663975782038345,321,0.6760847628657921,78,0.24299065420560748,0.9988165771217377,0.9427251946482511,0.47975077881619943,0.5202492211838006,0.5813100664431973,302.6147874820886
run03,indoor_dynamic,100,922.0,full,offline full-dataset offset calibration,991,0,991,21,50,1.0,6.663975782038345,166,0.8324924318869829,41,0.2469879518072289,0.9995811192664474,0.9656484952092229,0.4879518072289156,0.5120481927710844,0.30061517454694936,160.297650204731
run03,indoor_dynamic,100,922.0,online_100,online offset from first 100 pairs,991,100,891,1,50,0.25,5.74,606,0.31986531986531985,233,0.3844884488448845,0.9965322634876733,0.9033239805883261,0.5346534653465347,0.46534653465346537,1.2205241405979361,547.4143322365256
